,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_year,composite_performance_score
6266,6266,Hamady Ndiaye,WAS,24.0,213.36,106.59412,Rutgers,Senegal,2010,2,56,16,0.9,0.4,0.0,0.0,0.0289999999999999,0.088,0.076,0.6809999999999999,0.0,2010-11,2010,0.1512202770577021
6269,6269,Hassan Whiteside,SAC,22.0,213.36,106.59412,Marshall,USA,2010,2,33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11,2010,0.0
6294,6294,Kevin Seraphin,WAS,21.0,205.74,124.7378,Le Moyne,France,2010,1,17,58,2.7,2.6,0.2,0.0,0.127,0.138,0.135,0.479,0.025,2010-11,2010,0.1924515115409544
6309,6309,Jeremy Evans,UTA,23.0,205.74,88.904032,Western Kentucky,USA,2010,2,55,49,3.6,2.0,0.5,0.0,0.1,0.163,0.148,0.6779999999999999,0.09,2010-11,2010,0.2331967416927324
6326,6326,John Wall,WAS,20.0,193.04,88.45044,Kentucky,USA,2010,1,1,69,16.4,4.6,8.3,0.0,0.0139999999999999,0.127,0.236,0.494,0.357,2010-11,2010,0.525899413531206
6329,6329,Jordan Crawford,WAS,22.0,193.04,88.45044,Xavier,USA,2010,1,27,42,11.7,2.5,2.8,0.0,0.032,0.085,0.264,0.456,0.1969999999999999,2010-11,2010,0.3587567398792196
6341,6341,Cole Aldrich,OKC,22.0,210.82,111.13004,Kansas,USA,2010,1,11,18,1.0,1.9,0.2,3.9,0.1119999999999999,0.168,0.0819999999999999,0.537,0.0409999999999999,2010-11,2010,0.16741842841589494
6345,6345,Craig Brackins,PHI,23.0,208.28,104.32616,Iowa State,USA,2010,1,21,3,2.7,1.3,0.3,0.0,0.057,0.095,0.22,0.25,0.05,2010-11,2010,0.1767994996762251
6354,6354,Damion James,NJN,23.0,200.66,99.79024,Texas,USA,2010,1,24,25,4.4,3.4,0.8,0.0,0.048,0.211,0.16,0.477,0.0819999999999999,2010-11,2010,0.2381588658495699
6398,6398,Ed Davis,TOR,22.0,208.28,97.52228,North Carolina,USA,2010,1,13,65,7.7,7.1,0.6,0.0,0.121,0.2189999999999999,0.134,0.583,0.039,2010-11,2010,0.31483212084932094
6400,6400,Dominique Jones,DAL,22.0,195.58,97.52228,South Florida,USA,2010,1,25,18,2.3,1.4,1.1,0.0,0.052,0.165,0.222,0.4,0.241,2010-11,2010,0.2157805761264414
6404,6404,Eric Bledsoe,LAC,21.0,185.42,88.45044,Kentucky,USA,2010,1,18,81,6.7,2.8,3.6,0.0,0.045,0.098,0.179,0.499,0.254,2010-11,2010,0.31387910740601294
6410,6410,Evan Turner,PHI,22.0,200.66,92.98636,Ohio State,USA,2010,1,2,78,7.2,3.9,2.0,0.0,0.027,0.17,0.17,0.484,0.1369999999999999,2010-11,2010,0.2944971899142984
6413,6413,Ekpe Udoh,GSW,24.0,208.28,111.13004,Baylor,USA,2010,1,6,58,4.1,3.1,0.7,6.5,0.087,0.1119999999999999,0.13,0.472,0.051,2010-11,2010,0.2336017496367577
6414,6414,Gani Lawal,PHX,22.0,205.74,106.140528,Georgia Tech,USA,2010,2,46,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-11,2010,0.0
6416,6416,Dexter Pittman,MIA,23.0,210.82,139.70633600000002,Texas,USA,2010,2,32,2,1.0,1.5,0.0,39.1,0.143,0.182,0.208,0.3329999999999999,0.0,2010-11,2010,0.27414921166557643
6429,6429,DeMarcus Cousins,SAC,20.0,210.82,122.46984,Kentucky,USA,2010,1,5,81,14.1,8.6,2.5,0.0,0.105,0.247,0.272,0.484,0.149,2010-11,2010,0.46300165078770866
6436,6436,Derrick Caracter,LAL,23.0,205.74,124.7378,Texas-El Paso,USA,2010,2,58,41,2.0,1.0,0.2,0.0,0.109,0.122,0.196,0.532,0.054,2010-11,2010,0.1995154038495626
6437,6437,Derrick Favors,UTA,19.0,208.28,111.583632,Georgia Tech,USA,2010,1,3,78,6.8,5.3,0.5,0.0,0.128,0.183,0.172,0.542,0.044,2010-11,2010,0.29108978275293435
6439,6439,Devin Ebanks,LAL,21.0,205.74,97.52228,West Virginia,USA,2010,2,43,20,3.1,1.4,0.1,0.0,0.129,0.102,0.237,0.507,0.033,2010-11,2010,0.22456140055413068
6443,6443,Lance Stephenson,IND,20.0,195.58,95.25432,Cincinnati,USA,2010,2,40,12,3.1,1.5,1.8,0.0,0.009,0.148,0.223,0.41,0.309,2010-11,2010,0.23890598517004513
6465,6465,Trevor Booker,WAS,23.0,203.2,108.86208,Clemson,USA,2010,1,23,65,5.3,3.9,0.5,0.0,0.1009999999999999,0.1689999999999999,0.138,0.5820000000000001,0.051,2010-11,2010,0.252542039408453
6491,6491,Solomon Alabi,TOR,23.0,215.9,113.851592,Florida State,Nigeria,2010,2,50,12,0.5,1.2,0.2,0.0,0.109,0.135,0.138,0.1889999999999999,0.051,2010-11,2010,0.11310011340506139
6504,6504,Wesley Johnson,MIN,23.0,200.66,92.98636,Syracuse,USA,2010,1,4,79,9.0,3.0,1.9,0.0,0.027,0.102,0.168,0.491,0.108,2010-11,2010,0.29288966641472175
6508,6508,Willie Warren,LAC,21.0,193.04,92.079176,Oklahoma,USA,2010,2,54,19,1.9,0.6,1.4,3.9,0.009,0.109,0.16,0.48,0.307,2010-11,2010,0.20418096147597797
6510,6510,Xavier Henry,MEM,20.0,198.12,99.79024,Kansas,USA,2010,1,12,38,4.3,1.0,0.5,0.0,0.02,0.061,0.171,0.451,0.054,2010-11,2010,0.19845236168369973
6529,6529,Andy Rautins,NYK,24.0,193.04,86.18248,Syracuse,USA,2010,2,38,5,1.6,0.2,0.6,0.0,0.0,0.048,0.278,0.508,0.25,2010-11,2010,0.2248795918365529
6539,6539,Armon Johnson,POR,22.0,190.5,88.45044,Nevada,USA,2010,2,34,38,2.9,0.9,1.2,0.0,0.042,0.109,0.237,0.497,0.3,2010-11,2010,0.23666209709092487
6542,6542,Avery Bradley,BOS,20.0,187.96,81.64656,Texas,USA,2010,1,19,31,1.7,0.5,0.4,0.0,0.03,0.092,0.253,0.36,0.135,2010-11,2010,0.19188024535228432
6582,6582,Landry Fields,NYK,23.0,200.66,95.25432,Stanford,USA,2010,2,39,82,9.7,6.4,1.9,2.1,0.047,0.186,0.135,0.598,0.087,2010-11,2010,0.35372209683551675
6584,6584,Larry Sanders,MIL,22.0,210.82,106.59412,Virginia Commonwealth,USA,2010,1,15,60,4.3,3.0,0.3,0.0,0.075,0.1639999999999999,0.176,0.4479999999999999,0.033,2010-11,2010,0.2241198221692706
6594,6594,Luke Babbitt,POR,22.0,205.74,102.0582,Nevada,USA,2010,1,16,24,1.5,1.3,0.3,0.0,0.0409999999999999,0.19,0.211,0.305,0.077,2010-11,2010,0.17304810846779875
6595,6595,Luke Harangody,CLE,23.0,200.66,113.851592,Notre Dame,USA,2010,2,52,49,3.9,2.9,0.6,0.0,0.072,0.19,0.1689999999999999,0.444,0.078,2010-11,2010,0.222280769380088
6634,6634,Quincy Pondexter,NOH,23.0,198.12,102.0582,Washington,USA,2010,1,26,66,2.8,1.3,0.4,0.0,0.037,0.104,0.14,0.482,0.064,2010-11,2010,0.1815816826278397
6651,6651,Patrick Patterson,HOU,22.0,205.74,106.59412,Kentucky,USA,2010,1,14,52,6.3,3.8,0.8,1.3,0.11,0.146,0.163,0.574,0.078,2010-11,2010,0.2771992536074686
6654,6654,Paul George,IND,21.0,203.2,95.25432,Fresno State,USA,2010,1,10,61,7.8,3.7,1.1,0.0,0.033,0.162,0.175,0.542,0.0819999999999999,2010-11,2010,0.28910655756384657
6661,6661,Lazar Hayward,MIN,24.0,198.12,102.0582,Marquette,USA,2010,1,30,42,3.8,1.7,0.7,0.0,0.0559999999999999,0.14,0.187,0.4639999999999999,0.107,2010-11,2010,0.21761777330378174
6673,6673,Al-Farouq Aminu,LAC,20.0,205.74,97.52228,Wake Forest,USA,2010,1,8,81,5.6,3.3,0.7,0.0,0.06,0.154,0.171,0.499,0.067,2010-11,2010,0.25141996624329904
6678,6678,Jimmer Fredette,SAC,23.0,187.96,88.45044,Brigham Young,USA,2011,1,10,61,7.6,1.2,1.8,0.0,0.015,0.0559999999999999,0.207,0.495,0.155,2011-12,2011,0.2730785502225734
6680,6680,Jimmy Butler,CHI,22.0,200.66,99.79024,Marquette,USA,2011,1,30,42,2.6,1.3,0.3,18.8,0.071,0.1,0.15,0.526,0.061,2011-12,2011,0.2397070654815475
6691,6691,Jon Leuer,MIL,23.0,208.28,103.418976,Wisconsin,USA,2011,2,40,46,4.7,2.6,0.5,0.2,0.087,0.162,0.174,0.536,0.072,2011-12,2011,0.23883399376691217
6708,6708,Cory Joseph,SAS,20.0,190.5,83.91452,Texas,Canada,2011,1,29,29,2.0,0.9,1.2,0.0,0.02,0.094,0.153,0.374,0.1889999999999999,2011-12,2011,0.17502248385063712
6734,6734,Kyrie Irving,CLE,20.0,190.5,86.636072,Duke,Australia,2011,1,1,51,18.5,3.7,5.4,0.0,0.031,0.1119999999999999,0.281,0.5660000000000001,0.324,2011-12,2011,0.5005134579530169
6744,6744,Lavoy Allen,PHI,23.0,205.74,102.0582,Temple,USA,2011,2,50,41,4.1,4.2,0.8,6.6,0.081,0.218,0.148,0.488,0.089,2011-12,2011,0.26150224499692903
6759,6759,Malcolm Lee,MIN,22.0,195.58,90.7184,UCLA,USA,2011,2,43,19,3.3,1.4,1.6,0.0,0.04,0.084,0.155,0.466,0.221,2011-12,2011,0.21454519723922671
6764,6764,Jordan Williams,NJN,21.0,208.28,117.93392,Maryland,USA,2011,2,36,43,4.6,3.6,0.3,1.3,0.115,0.1689999999999999,0.146,0.544,0.027,2011-12,2011,0.24031835356012232
6768,6768,Josh Harrellson,NYK,23.0,208.28,124.7378,Kentucky,USA,2011,2,45,37,4.4,3.9,0.3,9.9,0.094,0.206,0.149,0.505,0.033,2011-12,2011,0.2613218632691992
6771,6771,Josh Selby,MEM,21.0,187.96,83.007336,Kansas,USA,2011,2,49,28,2.3,0.5,1.1,0.0,0.01,0.065,0.2019999999999999,0.4029999999999999,0.1969999999999999,2011-12,2011,0.19507647863031932
6776,6776,Justin Harper,ORL,22.0,208.28,102.0582,Richmond,USA,2011,2,32,14,1.4,0.9,0.1,0.0,0.037,0.145,0.213,0.318,0.047,2011-12,2011,0.1656138223375209
6778,6778,Jordan Hamilton,DEN,21.0,200.66,99.79024,Texas,USA,2011,1,26,26,4.4,2.4,0.8,6.9,0.052,0.1989999999999999,0.221,0.508,0.114,2011-12,2011,0.273633289202295
6779,6779,Kawhi Leonard,SAS,21.0,200.66,102.0582,San Diego State,USA,2011,1,15,64,7.9,5.1,1.1,5.2,0.078,0.165,0.143,0.573,0.066,2011-12,2011,0.3145026895130213
6782,6782,Kemba Walker,CHA,22.0,185.42,83.46092800000001,Connecticut,USA,2011,1,9,66,12.1,3.5,4.4,0.0,0.018,0.136,0.253,0.4639999999999999,0.307,2011-12,2011,0.4042679292808051
6784,6784,Kenneth Faried,DEN,22.0,203.2,103.418976,Morehead State,USA,2011,1,22,46,10.2,7.7,0.8,0.4,0.158,0.231,0.182,0.618,0.055,2011-12,2011,0.3721018631055677
6793,6793,Klay Thompson,GSW,22.0,200.66,92.98636,Washington State,USA,2011,1,11,66,12.5,2.4,2.0,0.0,0.017,0.0969999999999999,0.249,0.545,0.142,2011-12,2011,0.35448004903064895
6794,6794,Keith Benson,GSW,23.0,210.82,104.32616,Oakland,USA,2011,2,48,3,0.0,1.0,0.0,44.1,0.25,0.1,0.05,0.0,0.0,2011-12,2011,0.15359525554160697
6827,6827,Iman Shumpert,NYK,22.0,195.58,99.79024,Georgia Tech,USA,2011,1,17,59,9.5,3.2,2.8,3.5,0.0279999999999999,0.1,0.182,0.484,0.152,2011-12,2011,0.331589319696683
6846,6846,JaJuan Johnson,BOS,23.0,208.28,100.243832,Purdue,USA,2011,1,27,36,3.2,1.6,0.2,0.0,0.078,0.136,0.2239999999999999,0.456,0.04,2011-12,2011,0.21652121399509427
6853,6853,Isaiah Thomas,SAC,23.0,175.26,83.91452,Washington,USA,2011,2,60,65,11.5,2.6,4.1,0.0,0.031,0.085,0.196,0.574,0.246,2011-12,2011,0.37419245434028875
6871,6871,DeAndre Liggins,ORL,24.0,198.12,94.800728,Kentucky,USA,2011,2,53,17,1.9,0.9,0.3,0.0,0.0579999999999999,0.103,0.182,0.495,0.091,2011-12,2011,0.18761963034351833
6877,6877,Darius Morris,LAL,21.0,193.04,86.18248,Michigan,USA,2011,2,41,19,2.4,0.8,1.1,0.0,0.0139999999999999,0.09,0.19,0.5,0.221,2011-12,2011,0.21004022657490953
6889,6889,Enes Kanter,UTA,20.0,210.82,121.109064,Kentucky,Turkey,2011,1,3,66,4.6,4.2,0.1,0.0,0.135,0.231,0.1689999999999999,0.539,0.016,2011-12,2011,0.25029338303872756
6900,6900,Derrick Williams,MIN,21.0,203.2,109.315672,Arizona,USA,2011,1,2,66,8.8,4.7,0.6,0.0,0.06,0.183,0.21,0.499,0.046,2011-12,2011,0.30842432428115624
6902,6902,E'Twaun Moore,BOS,23.0,193.04,86.636072,Purdue,USA,2011,2,55,38,2.9,0.9,0.9,6.0,0.0139999999999999,0.096,0.2,0.474,0.188,2011-12,2011,0.22725980069216967
6917,6917,MarShon Brooks,NJN,23.0,195.58,90.7184,Providence,USA,2011,1,25,56,12.6,3.6,2.3,0.0,0.048,0.095,0.228,0.502,0.147,2011-12,2011,0.36228706968507907
6919,6919,Xavier Silas,PHI,24.0,195.58,92.98636,Northern Illinois,USA,2011,Undrafted,Undrafted,2,5.5,2.0,1.5,0.0,0.04,0.059,0.215,0.337,0.158,2011-12,2011,0.24204353729142583
6928,6928,Chris Singleton,WAS,22.0,203.2,104.32616,Florida State,USA,2011,1,18,66,4.6,3.5,0.7,0.0,0.033,0.151,0.1159999999999999,0.462,0.051,2011-12,2011,0.21776845296034741
6938,6938,Charles Jenkins,GSW,23.0,190.5,99.79024,Hofstra,USA,2011,2,44,51,5.8,1.3,3.3,0.0,0.01,0.076,0.187,0.482,0.306,2011-12,2011,0.2812283137840897
6940,6940,Chandler Parsons,HOU,23.0,205.74,102.965384,Florida,USA,2011,2,38,63,9.5,4.8,2.1,2.7,0.0579999999999999,0.136,0.166,0.513,0.114,2011-12,2011,0.3354858579433324
6952,6952,Travis Leslie,LAC,22.0,193.04,92.98636,Georgia,USA,2011,2,47,10,1.4,0.9,0.5,0.0,0.128,0.073,0.1939999999999999,0.39,0.2269999999999999,2011-12,2011,0.17678361506352083
6957,6957,Trey Thompkins,LAC,22.0,208.28,111.13004,Georgia,USA,2011,2,37,24,2.4,1.0,0.1,0.0,0.038,0.206,0.261,0.445,0.05,2011-12,2011,0.2145656175516728
6958,6958,Tristan Thompson,CLE,21.0,205.74,102.965384,Texas,Canada,2011,1,4,60,8.2,6.5,0.5,0.0,0.144,0.166,0.192,0.469,0.035,2011-12,2011,0.3149597266548078
6962,6962,Tyler Honeycutt,SAC,21.0,203.2,85.275296,UCLA,USA,2011,2,35,15,1.3,0.9,0.5,0.0,0.038,0.145,0.135,0.382,0.106,2011-12,2011,0.14954277051381593
6967,6967,Vernon Macklin,DET,25.0,208.28,102.965384,Florida,USA,2011,2,52,23,2.0,1.5,0.2,0.0,0.104,0.1669999999999999,0.143,0.5589999999999999,0.057,2011-12,2011,0.18803973050621633
6984,6984,Andrew Goudelock,LAL,23.0,190.5,90.7184,College of Charleston,USA,2011,2,46,40,4.4,0.8,0.5,0.0,0.0139999999999999,0.068,0.228,0.488,0.085,2011-12,2011,0.2265777942723816
6997,6997,Alec Burks,UTA,20.0,198.12,91.625584,Colorado,USA,2011,1,12,59,7.2,2.2,0.9,0.0,0.067,0.091,0.218,0.506,0.1,2011-12,2011,0.2726109806785693
7018,7018,Brandon Knight,DET,20.0,190.5,85.728888,Kentucky,USA,2011,1,8,66,12.8,3.2,3.8,0.0,0.018,0.103,0.217,0.511,0.2019999999999999,2011-12,2011,0.3849205857085938
7036,7036,Tobias Harris,MIL,19.0,203.2,102.511792,Tennessee,USA,2011,1,19,42,5.0,2.4,0.5,0.0,0.069,0.1689999999999999,0.204,0.54,0.075,2011-12,2011,0.25110466406565884
7047,7047,Nikola Vucevic,PHI,21.0,213.36,108.86208,Southern California,Montenegro,2011,1,16,51,5.5,4.8,0.6,2.7,0.115,0.218,0.193,0.462,0.063,2011-12,2011,0.28057598327818534
7048,7048,Nolan Smith,POR,23.0,187.96,83.91452,Duke,USA,2011,1,21,44,3.8,1.3,1.4,0.0,0.033,0.089,0.192,0.434,0.196,2011-12,2011,0.22351475425955716
7049,7049,Norris Cole,MIA,23.0,187.96,79.3786,Cleveland State,USA,2011,1,28,65,6.8,1.4,2.0,0.5,0.02,0.066,0.2189999999999999,0.452,0.183,2011-12,2011,0.27396753946640917
7072,7072,Marcus Morris,HOU,22.0,205.74,106.59412,Kansas,USA,2011,1,14,17,2.4,0.9,0.2,0.0,0.042,0.092,0.223,0.348,0.042,2011-12,2011,0.18369779131356867
7075,7075,Markieff Morris,PHX,22.0,208.28,111.13004,Kansas,USA,2011,1,13,63,7.4,4.4,1.0,0.0,0.061,0.2,0.204,0.484,0.087,2011-12,2011,0.29740537596120514
7106,7106,Shelvin Mack,WAS,22.0,190.5,93.893544,Butler,USA,2011,2,34,64,3.6,1.4,2.0,0.0,0.018,0.119,0.176,0.4679999999999999,0.271,2011-12,2011,0.23401569784168366
7130,7130,Reggie Jackson,OKC,22.0,190.5,94.347136,Boston College,USA,2011,1,24,45,3.1,1.2,1.6,3.0,0.036,0.085,0.198,0.408,0.243,2011-12,2011,0.2277023168775496
7163,7163,Tony Wroten,MEM,20.0,198.12,94.347136,Washington,USA,2012,1,25,35,2.6,0.8,1.2,0.0,0.052,0.063,0.213,0.461,0.262,2012-13,2012,0.21721200319839182
7172,7172,Thomas Robinson,HOU,22.0,208.28,107.501304,Kansas,USA,2012,1,5,70,4.8,4.5,0.7,0.0,0.126,0.211,0.19,0.451,0.073,2012-13,2012,0.2631746643514233
7176,7176,Terrence Ross,TOR,22.0,198.12,88.45044,Washington,USA,2012,1,8,73,6.4,2.0,0.7,0.0,0.032,0.106,0.195,0.491,0.073,2012-13,2012,0.2479160857129162
7177,7177,Terrence Jones,HOU,21.0,205.74,114.305184,Kentucky,USA,2012,1,18,19,5.5,3.4,0.8,0.0,0.107,0.154,0.179,0.512,0.09,2012-13,2012,0.25958327170641515
7196,7196,Will Barton,POR,22.0,195.58,77.11064,Memphis,USA,2012,2,40,73,4.0,2.0,0.8,0.0,0.045,0.147,0.203,0.437,0.113,2012-13,2012,0.22787178674568234
7206,7206,Tyshawn Taylor,BKN,23.0,190.5,83.91452,Kansas,USA,2012,2,41,38,2.2,0.5,0.6,0.0,0.011,0.089,0.262,0.43,0.181,2012-13,2012,0.21426336231189977
7209,7209,Tyler Zeller,CLE,23.0,213.36,113.398,North Carolina,USA,2012,1,17,77,7.9,5.7,1.2,0.0,0.086,0.162,0.159,0.486,0.075,2012-13,2012,0.30420789997467174
7211,7211,Draymond Green,GSW,23.0,200.66,104.32616,Michigan State,USA,2012,2,35,79,2.9,3.3,0.7,0.4,0.062,0.204,0.141,0.4039999999999999,0.076,2012-13,2012,0.2056084186163163
7214,7214,Robert Sacre,LAL,24.0,213.36,117.93392,Gonzaga,Canada,2012,2,60,32,1.3,1.1,0.2,0.0,0.048,0.136,0.134,0.407,0.045,2012-13,2012,0.1498073856621364
7229,7229,Quincy Miller,DEN,20.0,205.74,95.25432,Baylor,USA,2012,2,38,7,1.3,0.3,0.4,0.0,0.036,0.038,0.1989999999999999,0.349,0.143,2012-13,2012,0.16138294104073822
7230,7230,Quincy Acy,TOR,22.0,200.66,102.0582,Baylor,USA,2012,2,37,29,4.0,2.7,0.4,12.1,0.108,0.152,0.146,0.632,0.051,2012-13,2012,0.26818939242818723
7232,7232,Perry Jones III,OKC,21.0,210.82,106.59412,Baylor,USA,2012,1,28,38,2.3,1.6,0.3,1.9,0.049,0.195,0.198,0.417,0.057,2012-13,2012,0.19998867443076626
7268,7268,Doron Lamb,ORL,21.0,193.04,95.25432,Kentucky,USA,2012,2,42,47,3.3,1.0,0.7,0.0,0.016,0.075,0.156,0.433,0.085,2012-13,2012,0.1861299432684781
7298,7298,Andrew Nicholson,ORL,23.0,205.74,113.398,St. Bonaventure,Canada,2012,1,19,75,7.8,3.4,0.6,0.0,0.063,0.172,0.221,0.557,0.062,2012-13,2012,0.296922994979252
7301,7301,Anthony Davis,NOH,20.0,208.28,99.79024,Kentucky,USA,2012,1,1,64,13.5,8.2,1.0,0.0,0.106,0.236,0.215,0.5589999999999999,0.06,2012-13,2012,0.4103501352851208
7305,7305,Arnett Moultrie,PHI,22.0,208.28,111.13004,Mississippi State,USA,2012,1,27,47,3.7,3.1,0.2,0.0,0.152,0.151,0.14,0.595,0.031,2012-13,2012,0.22685918238096212
7310,7310,Austin Rivers,NOH,20.0,193.04,90.7184,Duke,USA,2012,1,10,61,6.2,1.8,2.1,0.0,0.013,0.078,0.172,0.431,0.142,2012-13,2012,0.252556151771973
7314,7314,Bernard James,DAL,28.0,208.28,108.86208,Florida State,USA,2012,2,33,46,2.8,2.8,0.1,0.0,0.118,0.2019999999999999,0.133,0.541,0.02,2012-13,2012,0.20280870113826266
7318,7318,Bradley Beal,WAS,20.0,195.58,93.893544,Florida,USA,2012,1,3,56,13.9,3.8,2.4,0.0,0.027,0.107,0.22,0.515,0.136,2012-13,2012,0.3749248291533929
7345,7345,Dion Waiters,CLE,21.0,193.04,97.52228,Syracuse,USA,2012,1,4,61,14.7,2.4,3.0,0.0,0.0139999999999999,0.09,0.261,0.492,0.178,2012-13,2012,0.387002590357498
7367,7367,Damian Lillard,POR,22.0,190.5,88.45044,Weber State,USA,2012,1,6,82,19.0,3.1,6.5,0.0,0.015,0.079,0.241,0.546,0.28,2012-13,2012,0.49747375665002264
7376,7376,Darius Johnson-Odom,LAL,23.0,187.96,97.52228,Marquette,USA,2012,2,55,4,0.0,1.0,0.3,0.0,0.1,0.214,0.2689999999999999,0.0,0.3329999999999999,2012-13,2012,0.13528248354503317
7377,7377,Darius Miller,NOH,23.0,203.2,106.59412,Kentucky,USA,2012,2,46,52,2.3,1.5,0.8,0.0,0.013,0.123,0.092,0.529,0.1,2012-13,2012,0.1756654349885374
7383,7383,Jeremy Lamb,OKC,21.0,195.58,81.64656,Connecticut,USA,2012,1,12,23,3.1,0.8,0.2,0.0,0.035,0.098,0.252,0.479,0.063,2012-13,2012,0.22020684164433524
7385,7385,Jeffery Taylor,CHA,24.0,200.66,102.0582,Vanderbilt,Sweden,2012,2,31,77,6.1,1.9,0.8,0.0,0.038,0.075,0.15,0.531,0.072,2012-13,2012,0.23338135654774658
7399,7399,Jared Sullinger,BOS,21.0,205.74,117.93392,Ohio State,USA,2012,1,21,45,6.0,5.9,0.8,3.7,0.125,0.225,0.149,0.534,0.062,2012-13,2012,0.2986502765417427
7402,7402,Jared Cunningham,DAL,22.0,193.04,88.45044,Oregon State,USA,2012,1,24,8,2.0,0.4,0.1,0.0,0.045,0.087,0.295,0.5379999999999999,0.111,2012-13,2012,0.23246031244273024
7423,7423,John Henson,MIL,22.0,210.82,99.79024,North Carolina,USA,2012,1,14,63,6.0,4.7,0.5,0.0,0.14,0.238,0.221,0.497,0.063,2012-13,2012,0.2909577920764932
7434,7434,John Jenkins,ATL,22.0,193.04,97.52228,Vanderbilt,USA,2012,1,23,61,6.1,1.5,0.9,0.0,0.021,0.096,0.183,0.5760000000000001,0.105,2012-13,2012,0.25097483744107296
7446,7446,Festus Ezeli,GSW,23.0,210.82,115.66596,Vanderbilt,Nigeria,2012,1,30,78,2.4,4.0,0.3,0.0,0.146,0.166,0.108,0.467,0.0279999999999999,2012-13,2012,0.19849190459081878
7447,7447,Fab Melo,BOS,23.0,213.36,115.66596,Syracuse,Brazil,2012,1,22,6,1.2,0.5,0.0,0.0,0.0,0.077,0.115,0.451,0.0,2012-13,2012,0.13543043950207748
7469,7469,Jae Crowder,DAL,22.0,198.12,106.59412,Marquette,USA,2012,2,34,78,5.0,2.4,1.2,0.7,0.0289999999999999,0.128,0.151,0.491,0.103,2012-13,2012,0.23665332247880164
7483,7483,Harrison Barnes,GSW,21.0,203.2,95.25432,North Carolina,USA,2012,1,7,81,9.2,4.1,1.2,2.0,0.0289999999999999,0.144,0.176,0.526,0.072,2012-13,2012,0.30992714875931254
7494,7494,Meyers Leonard,POR,21.0,215.9,111.13004,Illinois,USA,2012,1,11,69,5.5,3.7,0.5,0.0,0.08,0.175,0.141,0.596,0.045,2012-13,2012,0.25463768817642785
7496,7496,Maurice Harkless,ORL,20.0,203.2,95.25432,St. John's (NY),USA,2012,1,15,76,8.2,4.4,0.7,0.0,0.068,0.121,0.159,0.504,0.04,2012-13,2012,0.28090766486558466
7503,7503,Marquis Teague,CHI,20.0,187.96,86.18248,Kentucky,USA,2012,1,29,48,2.1,0.9,1.3,0.0,0.009,0.126,0.187,0.412,0.275,2012-13,2012,0.1982593832849752
7520,7520,Michael Kidd-Gilchrist,CHA,19.0,200.66,105.233344,Kentucky,USA,2012,1,2,78,9.0,5.8,1.5,0.0,0.072,0.188,0.179,0.506,0.096,2012-13,2012,0.33113578739556565
7522,7522,Orlando Johnson,IND,24.0,195.58,99.79024,California-Santa Barbara,USA,2012,2,36,51,4.0,2.2,0.9,1.6,0.038,0.16,0.168,0.523,0.135,2012-13,2012,0.23544364720218525
7540,7540,Miles Plumlee,IND,24.0,210.82,115.66596,Duke,USA,2012,1,26,14,0.9,1.6,0.1,0.0,0.179,0.159,0.188,0.286,0.061,2012-13,2012,0.15614788792286574
7541,7541,Mike Scott,ATL,24.0,203.2,107.501304,Virginia,USA,2012,2,43,40,4.6,2.8,0.3,0.0,0.1159999999999999,0.208,0.231,0.5329999999999999,0.0579999999999999,2012-13,2012,0.2603255934376112
7550,7550,Kim English,DET,24.0,198.12,90.7184,Missouri,USA,2012,2,44,41,2.9,0.9,0.6,0.0,0.022,0.086,0.158,0.477,0.0969999999999999,2012-13,2012,0.18763360008882593
7551,7551,Khris Middleton,DET,21.0,200.66,97.52228,Texas A&M,USA,2012,2,39,27,6.1,1.9,1.0,2.2,0.01,0.124,0.159,0.532,0.085,2012-13,2012,0.24730506602649246
7554,7554,Kevin Murphy,UTA,23.0,198.12,83.91452,Tennessee Tech,USA,2012,2,47,17,0.9,0.2,0.1,0.0,0.0,0.103,0.26,0.268,0.083,2012-13,2012,0.1645688249622736
7564,7564,Kendall Marshall,PHX,21.0,193.04,88.45044,North Carolina,USA,2012,1,13,48,3.0,0.9,3.0,0.0,0.006,0.062,0.136,0.455,0.306,2012-13,2012,0.22366359742261888
7596,7596,Kyle O'Quinn,ORL,23.0,208.28,108.86208,Norfolk State,USA,2012,2,49,57,4.1,3.7,0.9,0.0,0.113,0.236,0.178,0.535,0.122,2012-13,2012,0.25903821437067703
7601,7601,Kris Joseph,BKN,24.0,200.66,95.25432,Syracuse,USA,2012,2,51,10,0.9,0.7,0.1,0.0,0.02,0.136,0.166,0.257,0.0279999999999999,2012-13,2012,0.12957436106928844
7610,7610,Andre Drummond,DET,19.0,208.28,122.46984,Connecticut,USA,2012,1,9,60,7.9,7.6,0.5,0.0,0.153,0.266,0.17,0.578,0.04,2012-13,2012,0.33588628606193865
7641,7641,Isaiah Canaan,HOU,23.0,182.88,85.275296,Murray State,USA,2013,2,34,22,4.6,1.1,1.0,0.0,0.03,0.07,0.206,0.506,0.144,2013-14,2013,0.23563174585523342
